0;0;0;0;0;0;0;0;0;131184;77904;46080
1;0;0;0;0;0;0;0;0;14652;7896;5184
1;-1;0;0;0;0;0;0;0;2048;756;864
1;-1;1;0;0;0;0;0;0;268;144;180
1;-1;1;-1;0;0;0;0;0;58;20;24
1;-1;1;-1;1;0;0;0;0;14;0;4
1;-1;1;-1;1;-1;0;0;0;4;0;0
1;-1;1;-1;1;-1;1;0;0;1;0;0
1;-1;1;-1;1;-1;0;1;0;2;0;0
1;-1;1;-1;1;-1;-1;1;0;1;0;0
1;-1;1;-1;1;-1;-1;1;1;1;0;0
1;-1;1;-1;1;-1;0;1;-1;1;0;0
1;-1;1;-1;1;-1;1;1;-1;1;0;0
1;-1;1;-1;1;-1;0;0;1;1;0;0
1;-1;1;-1;1;0;-1;0;0;3;0;2
1;-1;1;-1;1;1;-1;0;0;1;0;1
1;-1;1;-1;1;1;-1;-1;0;1;0;0
1;-1;1;-1;1;1;-1;-1;1;1;0;0
1;-1;1;-1;1;1;-1;0;-1;0;0;1
1;-1;1;-1;1;1;-1;1;-1;0;0;1
1;-1;1;-1;1;0;-1;1;0;1;0;1
1;-1;1;-1;1;0;-1;1;-1;0;0;1
1;-1;1;-1;1;0;-1;0;1;1;0;0
1;-1;1;-1;1;0;0;-1;0;4;0;0
1;-1;1;-1;1;1;0;-1;0;2;0;0
1;-1;1;-1;1;1;0;-1;-1;1;0;0
1;-1;1;-1;1;1;1;-1;-1;1;0;0
1;-1;1;-1;1;0;1;-1;0;1;0;0
1;-1;1;-1;1;0;0;-1;1;1;0;0
1;-1;1;-1;1;0;0;0;-1;3;0;2
1;-1;1;-1;1;1;0;0;-1;1;0;1
1;-1;1;-1;1;0;1;0;-1;1;0;0
1;-1;1;-1;1;0;0;1;-1;1;0;1
1;-1;1;-1;0;1;0;0;0;11;2;8
1;-1;1;-1;-1;1;0;0;0;2;1;2
1;-1;1;-1;-1;1;1;0;0;0;1;1
1;-1;1;-1;-1;1;1;-1;0;0;1;0
1;-1;1;-1;-1;1;1;0;-1;0;0;1
1;-1;1;-1;-1;1;1;1;-1;0;0;1
1;-1;1;-1;-1;1;0;1;0;1;0;1
1;-1;1;-1;-1;1;-1;1;0;1;0;0
1;-1;1;-1;-1;1;-1;1;1;1;0;0
1;-1;1;-1;-1;1;0;1;-1;0;0;1
1;-1;1;-1;-1;1;0;0;1;1;0;0
1;-1;1;-1;0;1;-1;0;0;3;0;2
1;-1;1;-1;0;1;-1;1;0;1;0;1
1;-1;1;-1;0;1;-1;1;-1;0;0;1
